tweets,labels
jatuh cinta ryan gosling the notebook bosan nonton ulang la la land udah kali nonton la la land mata sayu senyum lembut gosling banget,3
idm army terima jurus ilmu teknologi pangan kuliah jurus bantu tenangin takut kuliah,1
min aju reksa dana tuju tgl gk voucher gift card cek email tdk ad,0
udah mah takut belok miring jatoh konyol jatoh masuk jurang ban benjol skrg lg ngebut parah gabisa ngontrol gas rem yg bikin mati tabrak tanda coba,1
media sosial ngeri cuk lahir nk suroboyo gede y nk suroboyo lek baya ku idek yo wani dep an baya iku harga,0
sayang salah nih bidadari tinggal surga tinggal hati sih,3
perkara yg lbh handal harga jaga nama buka dg yg bercengkrama tipssore wit,2
bodoh mudah pengaruh tipu daya setan benci sifat objek takut allah suruh pulang benci hati takut hilang allah masuk keluarga,1
bahagia keliling orang orangtua keluarga pasang teman nyata nikmat yg indah banding materi keliling orang terimakasih yg maha,2
sumpah td gue tidur jam barusan gue bangun gara gara mimpi kejar setan gue mimpi kejar miss k gue ga ngerti nya gmn yg gue inget,1
no yg signal g full kemarin malam problem lokasi jalan raya legi no ganti isp nya restart hp ga buka tolong bantu,0
yg sakit moga sehat yg cari kerja temu yg bimbang yg hilang arah allah sehat bahagia,2
lahir keluarga bahagia penuh cinta penuh kasih tumbuh sosok penuh karisma memcintai cinta juta manusia,3
tuju antisipasi giat sotr jg yg blm ujung tawur aksi vandalisme cipta aman nyaman warga kasihan yg pulang kerja larut malam raya,1
tuju bang yg bikin hidup gk tenang aj ya gk mikirin yg ky gmn nyari order ken enak aj gw aj gedeg bener yg bikin opik,0
congraduation angela merici akuu sedih sih yaa udah sengaja ngalah tp tetep duluan kamuuu udah sarjana lho njel rang yaa lot nya,2
sayang banget anak yaampuuuuuunnn coba nandingin dance badan karet tulang ten maju wkwkwkw,3
udah tau akun verified netijen indo galak udah deh si mamas habis lahap netijen speakup gmn adu tsb kpd kuat anak ya ortu guru dsb gitu bkn cari massa nge hate laku beda sm main hakim,0
sayang ribu sayang yg nyangkut,4
bilang rindu tp bkn blang cemburu jg emang yg,4
sekian kali ga paham akun anonim bablas bebas argumen yg kritisi ga pake nalar hati nurani tarik tweetnya kesini ga kontrol ah,0
rlt saran sen sepatu po gitu datengnya minggu minggu udah sepatu ga dateng yaa bom bayar sih sepatu pake enak gimana jual sen yg takut sepatu dateng,1
salamsaum sobatani ekspor komoditas kebun sd keren petanikita,2
sibuk kantor kangen tobio gue seringkali liat foto video handphone oh god sayang banget gue tobio,3
pimpin gubernur pikir mateng cipta kerja kembang tong sampah indonesia anti bocor beli butuh dalem negeri beli impor tong sampah,0
sebenernya gua naksir yg coklat tp wkt stock kosong t t krn w kepo parah ama sound headphone milik kuat beli yg stocknya aja w jodoh steel,2
hehehee yg tbg gentle sdh tdk jalan lg dgn undur sbg urus kader pd,0
lg rame sexual harassment gara via vallen bnyk pro kontra yg laku via yg kontra hrs nonton reason why sih tuh dmn udh cerita kmn mnta tolong tp org nganggep tsb sepele telek,0
maaf prof cuman takut telanjang korupsi kerna dosa yg iman takut allah maha,1
pagi dapet mba supir tj semangat kalo nyetir dengerin lagu macem muter lagu sayang versi bahasa jepang semangat liat mikir ye sayang banget orang gak nikmat beda bahasa,2
berat badan kg minder takut bully takut yg bilang cantik langsing c a n t i k takut bilang gapura camat janganbullyaku,1
gimana ya jelasinnya wkwkwk ya orang yg kali bikin degdegan ken kenal ken deket gitu pas kls smp gitu relatif sih wkwkw,3
sih ga berani manasin air gegara diceritain siska something dasar apel siska bikin takut,1
si lingkung tinggal yg bully si adek emang anak preman yg kakak hobi mabok an antem ngeri ya takut nyekolahin anak sekolah,1
selamat ulang idola mas ebesku cinta jarang ketemu tetep selip doa moga senantiasa sehat rezeki rendah hati,3
yuk msk minggu bln juni ga asa udh thn aj nyata bnyak target yg blm realisasi skr hrs ajar displin konsisten biar bisnis oriflame lancar,4
ya kali kali farah suka ingetin engga diterusin gue perhati sulit gue lupain nihya far udh gue coba dr jaman ahelah ujung nya penuh risiko re suka kgn hmm pahit,4
alam kemarin jiwa raga irama rungsing curhat kawan berkontlemplasi hasil nyata allah banget ya ngasih percaya kpd sy hidup kompleks,2
bilang kamis hadap teman kerja pagi pas apel tegang ngakak gara ngengeblengan orang pegawai yg mimpin yelyel ajak intermezo malu lho,4
jujur ya gue takut banci ngamen gitu sih banci ngebegal rem banget kalo marah marah nodong piso,1
barusan telpon temen sd happy banget ngasih gue laku ken gue lakuin banget nget nget,2
pasien yg curhat th cuci darah ttp positif krn keluarga yg supportif jg yg tinggal anak suami jg yg untum rumah sakit gaada ongkos pdhal cucidarahnya udah gratis bayangin th cuci darah mashaallah dah nikmat sehat,4
ngerasa temanbukanpacarbukan gue nanya blg sayang deh tuh naaaah sayang sayang nya nama ketemu mulu diliatin mulu orang orang,3
gue sekolah kucek kucek mata ya abis bulu mata rontok auto panik nih takut kalo gundul belah bulu mata tuh tumbuh gak sih,1
caci ria kasar ttg munafik utk skrg pilih diam hidup,4
ngeri nyata popok seklai pakai picu utama infeksi salur kencing lengah praktis popok pakai perhati bahaya si,1
ganti sore letih tingkat ttp semangat ya,2
innalillahi wa inna ilaihi roji un duka cita tinggal ibunda cinta sohib gua memendurehmen moga almarhumah husnul khotimah amal ibadah terima sis,4
bilang sayang bangun tdk berfikir presiden tdk bangun tdk bilang sayang jk hutang yg gunung jokowi tdk negara bangkrut selamat jd cebi syarat emang otak tdk dipake,0
mubalig versi menag sdh tatar bahan ceramah hrs sesuai dgn menag lucu ceramah kendali mubalig tolak menag mundur iya kalo harga,4
jilbaber baju natal norak anjing sdh mnyambut hotel intel setan apep ahmad tardiyana urbane anjing aja pola ulah intel busuk lo ngikutin org kemnpun taekkkk alat teror bngsat pasang kamar kerjasama dgn hotel taek,0
serius kalo kalah sy mending kalah yusril prabowo gak kalah ya hahaha,2
smg bsk ud ya allah amin lancar bener deh judul skrg tuh w penuh huhuhu bener dr aspek bs tenang aja ga si ni idup,1
dek takut asa batas kakak kelas henti ya alas abar bosan,1
emang allah maha ajar dr semalem yg bilang sabar jalan bawa kalut emang dasar iman cetek nenangin sibuk ngeluhin si,4
jarak rindu angan jarak lihat rupa jarak,4
duh sakit org yg jujur blg asa paksa balas asa biar kejar orang suka,4
me as a girlfriend always pujuk my bf if rajuk because i dont want to lose him asa takut tu automatik dtg dah sayang hmm,1
aja pergi ganti ya nol ngajarin ya proses ya ajar,2
hadap wujud impi hati tuhan restu cinta abadi dunia putar cinta pudar tiada ubah abadi masaaaaaa aahhseeeek,3
jalan kaki kosan takut kena jambret nenteng kamera handphone alhasil gabut dalem kamar laptop kue basah kamar tetangga baladaanakdaerah,1
malem kayak gin sllu resah yg yg esok malam resah karna berita yg muncul tgl kemaren,1
bilang kalo sedih ngeliat temen temennya ngalamin sulit ga punyagrup chatting karna khawatir kalo yg ga bales nyakitin asa soft lho,4
kabar si timi ga berani pulang tidur serambi masjid trauma campa sang milik,1
gue lemah daddy an kayak lo bri lu bikin gue sayang tau gak kalo gin cerita ken hilang gue,3
nama orangtua ya emang wajib bayarin anak sekolah gada tu nama buang duit udah dilakuin bener gak gabakal sia sia gausah takut gagal gausah mikir buruk yg sia sia tu dg ngejudge orglain kyk gin,0
askmf guys gua upload twibbon univ instagram minder karna univnya swasta takut pandang remeh gak layak pajang diinstagram salty in aja gpp,1
park woojin sayang cinta apresiasi makan enak peluk hangat kopi panas cokelat panas serah deh bahagia pokok inti park woojin bahagia,3
iyaa untungnyaaa jgn manta deh kmrn sepupu pulang bal jg disaranin pake pesawat mobilny tinggal jogja abis nyebrangnya coy horor,1
kalo nanggung kea skrg betein ketimbang pas pendek yes no ngambek potong udah gapernah bahu and u ka,4
alas aing jarang bales chat ngobrol manusia seru banding chat kadang ga bahas,4
sebenernya nggak lihat isi medsosku from time to time dgn catat risiko tanggung tukeran username password baja malas,1
kalo gak duli perhati kalo dengar bicara kalo putus pergi tahan cari karna hilang kalo,4
ih ngeri edar foto luna maya suzzanna bikin merinding,1
kalo dokter panggil dok kalo suster panggil sus kalo apoteker ap tek ato ker iya yah bingung pribadi sih lbh neng panggil sayang it warms ma heart,3
ya jalur jalur truck mikir gin sayang gak sih nyawa umpat jalan terang ngelawan arus jalan,1
si gendut suruh ogah jalan dasar kebo,0
rem kang kl sdh macet tol yaa horor mah,1
bilang gin mas lu maen doang ya gua ya kaga bege kalo maen doang ngapain gua sampe nungguin lu rajin banget gua and finally putus wkwkw makan tuh,0
indah asik anugerah sempurna indah hidup ku inisahurtiketcomharike,3
rangin intensitas kabar kabar yakali banget begadang cuman face time telpon kantor tidur nama juang det ya engga gitu sih bejuang ga konyol,0
yoongiii kangen banget ampe atit nih akunyaaa akirnya update uga putih yaaa ga kamar keknyaa summer yaaa sayang anet ama yoongiii,3
usaha ikhlas pasrah hasil serahin yg allah udh ngatur karna tau umat usaha ga menghianati hasil semangatindirisendiri,2
hm gimana gitu ya liat orang yg against via vallen leceh ya leceh verbal fisik inget digituin hmm,4
modern gaya hidup produksi sampah plastik believe it or not coba aja klo makan sedot gelas plastik plastik makan buang harilingkunganhidupsedunia,4
cerita a cerita b cerita dgn c harap hubung suami isteri tu halal huhu jgn bawa main tau cerai ni bahaya,1
udah ah udah pokok tuh sayang i love you saranghae,3
dukacita korban gempa bumi lombok moga tuhan senantiasa ikan prayforlombok cc,4
baca takut pakai udah syar kerudung tutup dada pakai rok,1
orang ga tau kursi belah kosong naruh jaket tas ga kursi belah tetep ga mindahin barang nya,0
udah gak tulis ya apollo pollo aja udah damai tinggal mbanya aja nih yg damai ah haha,4
malam doa moga yg overdosis negeri dosis aja aja ga baeek,4
ngomongnya sih ayo sampek windu tp gilir skrng chat ga balas telpon reject ajak ketemu bilang sibuk pokok deh juta alas kerbaushit nya kalo ngindarin bilang aja sih gausah gitu classic bgt anjir,0
askmf pacar kemarin tp gaada kabar kabar lg chat nya jg random aja trs ngabarin jg kaya mikir x takut nya ganggu wajar ga sih,1
hhh sampe pikir sm mahasiswa yg suicide skripsi pressure orang takut kalo gue kayak gt mikirin skripsi udh stress bgt pressure orang orang nanyain lulus dll takut ntar pas gue skripsi,1
ya allah ngeri bgt td yg brusan sawa ukur pipa pralon gt w tutupin pintu tkt badan elastis bs masuk,1
gilir lantai produksi mastiin nanyain langsung tulis digangguin dimintain foto yaampunnnn mas mas pusing akutu ken cepet kelar jogja gin mmbbzzzz,0
fine kalo bilang nggak ngerti cari aman ah maju kota bahagia warga,0
bener mas fisip ga bekal skripsi minimal dapet motivasi rohani sblm hadap skripsi wkwk,4
gila sih lokasi selly oal dixy persis pengkol jalan sayang ga mas british kaya gin klo mgkn w nongkrong dixy pus,4
sih emang udah aja ajak ekor nyata mcflurry kalo hujan gin beli anget eh udah ngga beli hujan canda toleh tertawa,2
orang wanita jatuh cinta nya tertawa nyata tertawa cinta,3
kaya gin gue kepingin banget tinggal kampung ya allah daerah gue udh ga adat istiadat sundanya huhu monangis,4
main ludo lawan komputer aja sempet kalah gilani izam gpp menang biar ga loser,4
oppa nihhh flower bucket qm maafin udh bikin km ngambek krn gk ngabarin akuu sayang kamuuu,3
cowo romantis mah pokok cowo idam arti ga langsung sayang banget perhati,3
depresi hina orang suka dibully broken home minder hasrat sexual gak nyalurin takut dosa kayak aja aja serius gak arah hidup,1
segenap pegawai lingkung menteri hubung duka musibah timpa rumah proses madam api hasil laku rekan korban,4
kalo pasang sakit rewel bad mood kasi perhati kasih sayang kalo kondisi cenderung nyebelin bikin mumet dimaklumin aja kondisi kaya gitu butuh banget cinta perhati sabar lo,3
kali nya komen ig yg org debat gils sok iye bgt sih guee ngeri nyinyirin org aja nih woy pegang gue cmiiw aja udah allah deng,1
askmf kalo presentasi maaf nih suka bicara suka awkward gt ga sih takut salah ngmg,1
ya bukti kuat coba utk makar guling perintah yg sah proses hukum,1
sayang cuman km yg mas nafas oksigen mas sayang,3
diem nahan ngomong yg takute lebar sampek coba diem tetep diem eh diem merem,4
romantis aing laku laku buah hubung pasang bener bener butuh,3
hmmm kalo orang jalin hubung yg serius kecewa pasang trus putus coba lupa pasang gimanayaa,4
terimakasih tuhan u berkah yg engkau limpah dlm hidup cinta yg nyata dr mu senantiasa langkah sungguh bahagia krn tuhan temu dg org yg,2
pakai asa ngmng nya cmn bnrn caesar sm connor yg ok didi sm darren its not bad untung demen sm pda nyanyi,2
jatuh sakit sakit jatuh cinta harap tular jatuh cinta cinta d,3
iya mphi serius kk takut liat taehyung psikopat kk d siksa d suntik obat biar nggak kabur krn suka kk kk udah pacar,1
lg ngobrol kiya dek doain mamah ya dek blablabla dek kiya bantu doa ya manggut manggut senyum tulus bgt muka ga ngerti yg maksud tp bilang doain ya dek senyum smbl peluk,3
nonton orang tenang bgt menit film jalan masuk gerombol alayers lansung bising nya gak tolong,0
sedap wisata jakarta lihat dg betapa polusi kota jakarta indonesia,4
bundling tawar weekdays momentum harga harga hotel singapura tarif viwihotdealsformiddleeast,4
c jalan tol sungguh sedih hidup kuat tahan sedih coba hidup tatap bayi aurora lelap senyum kuasa lihat malaikat cantik urung niat c,4
lihat lihat profil gw isi dgn jokes twitter yg gw ritwit keluh insomnia yg kunjung habis wth is wrong with me,0
ya gue tau sih grup yg digituin cewek bilang bahan gituan terima public figure ngomong enak video bahan c i gue ngetik aja ga nyaman gue lisa digituin aja gue marah gimana bangtan,0
degdegan gemeter hati ga tenang ngantuk udah ilang selera makan ilang gimana besok ya allah takutt banget kalo sampek ga ngapain,1
sayang mu ku kenal bahasa sayang mu rangkai ya indah puisi puisi sapardi mu makna sayang lahir kalimat susun rapi buah kertas,3
aq cinta ka dije hahahahahahahahaha goodnayt mimimingg yg selesai meng approve row usul daerah,3
ya maaf polisi jaksa biar akn efek jera ajar,0
cinta cinta butuh makna sejati butuh cinta,3
jd kenal nih gue lgsg nyambung aja gitu sisi yg sok deket sm gue sok udh deket pdhl kenal ae kaga tp gue nya ga welcone jd kek ilfil aja gitu ngeladenin nya,0
idung nyium bau bau gaenak temen yg rumah lumayan ngechat wa nyium bau gas ga njirrr iya bau gas gas racun huh ko parno sih,1
kuliah informatif edukatif sih kalo liat rame hmm komentar sih ga fokes profesi andaaa ajaaaaah,0
kayak btw trauma laki laki karna ayah semenjak lulus sekolah puber suka cowo cowo deketin macem trauma ku sembuh kali kali dikecewain laki laki,1
rem ya dunia ga indah yg gue bayang org jahat gue yg naif anggap orang,1
rlt guys nanya bingung ketrima u p n vj un air suka jurus yg u pn tp anak daerah takut jkt yg un air uda bayar mohon saran,1
besok uas statmat doa uas xixixi syukur negeri damai cari ilmu jenjang yg coba kalo indonesia kek suriah ga seleha leha,2
bismillah salam plur slankers i indonesia ketemu moment jambore nasional slankers indonesia slank,2
heii hey km kaum adam hr gin msih aj trnsfer dp sedihh klw block stelah tf mk ny yg real aja klw mw ktmuan sma kaum hawa hihiiihii,0
habis diem cemberut rewel lihat tante jalan masuk rumah udah senyum ceria nempel tinggal bentar nyariin nte putput tante pulang diem nang nyari nte putput kangen bngt ya dek,3
peristiwa gw sikap gak gw paket soale ya parpol parpol yg kader korup korup jahat jahat hubung dgn tum kalo iya cek jahat yg laku kader parpol,0
pwbanget emang beda viral curhatan personal assistant konglomerat indonesia yg diposting acoount twitter nya asli buka deh pikir orang tajir yg nyata ga sombong loh,2
